product_id,name,category,subcategory,unit_price,unit_cost,supplier_code,stock,created_at,active
1402,Global Italian Leather Office Chair,Furniture,Chairs,130.98,91.69,SUP-FUR,63,2014-09-09,1
1403,Advantus Motivational Note Cards,Office Supplies,Paper,13.1,9.17,SUP-OFF,440,2014-09-09,1
1404,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,22.38,15.67,SUP-OFF,382,2017-01-21,1
1405,I.R.I.S IRISCard Anywhere 5 Card Scanner,Technology,Machines,129.99,90.99,SUP-TEC,241,2017-01-21,1
1406,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Technology,Phones,164.99,115.49,SUP-TEC,144,2017-01-21,1
1407,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,3.98,2.79,SUP-OFF,165,2016-08-04,1
1408,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,3.14,2.2,SUP-OFF,57,2015-11-12,1
1409,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,6.45,4.51,SUP-OFF,140,2016-08-28,1
1410,AT&T 17929 Lendline Telephone,Technology,Phones,45.24,31.67,SUP-TEC,300,2016-08-28,1
1411,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Technology,Machines,410.65,287.45,SUP-TEC,244,2014-03-18,1
1412,Cisco TelePresence System EX90 Videoconferencing Unit,Technology,Machines,7546.16,5282.31,SUP-TEC,363,2014-03-18,1
1413,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,3.34,2.34,SUP-OFF,430,2014-03-18,1
1414,Xerox 1944,Office Supplies,Paper,38.76,27.13,SUP-OFF,342,2014-05-24,1
1415,Xerox 215,Office Supplies,Paper,6.48,4.54,SUP-OFF,105,2017-06-16,1
1416,Xerox 1885,Office Supplies,Paper,48.04,33.63,SUP-OFF,281,2017-06-16,1
1417,"Computer Room Manger, 14""",Furniture,Furnishings,32.48,22.74,SUP-FUR,283,2015-01-30,1
1418,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,Phones,64.99,45.49,SUP-TEC,205,2014-12-04,1
1419,AT&T EL51110 DECT,Technology,Phones,125.99,88.19,SUP-TEC,403,2014-09-07,1
1420,BlackBerry Q10,Technology,Phones,125.99,88.19,SUP-TEC,96,2015-11-13,1
1421,Compact Automatic Electric Letter Opener,Office Supplies,Supplies,119.31,83.52,SUP-OFF,374,2017-04-16,1
1422,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,12.99,9.09,SUP-TEC,412,2017-04-16,1
1423,SanDisk Cruzer 8 GB USB Flash Drive,Technology,Accessories,8.49,5.94,SUP-TEC,141,2015-11-22,1
1424,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Chairs,243.98,170.79,SUP-FUR,110,2014-06-08,1
1425,Advantus Rolling Drawer Organizers,Office Supplies,Storage,38.48,26.94,SUP-OFF,368,2014-08-08,1
1426,Maxell 4.7GB DVD-R 5/Pack,Technology,Accessories,0.99,0.69,SUP-TEC,335,2017-10-12,1
1427,GBC Plasticlear Binding Covers,Office Supplies,Binders,11.48,8.04,SUP-OFF,125,2017-06-22,1
1428,Plastic Stacking Crates & Casters,Office Supplies,Storage,5.58,3.91,SUP-OFF,68,2017-06-22,1
1429,Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,42.98,30.09,SUP-OFF,124,2017-01-15,1
1430,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,80.48,56.34,SUP-OFF,479,2015-04-02,1
1431,Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories,0.99,0.69,SUP-TEC,244,2017-04-30,1
1432,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,Phones,19.99,13.99,SUP-TEC,405,2016-11-05,1
1433,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,3.95,2.77,SUP-OFF,79,2015-09-21,1
1434,Xerox 1953,Office Supplies,Paper,4.28,3.0,SUP-OFF,316,2015-05-12,1
1435,Xerox 228,Office Supplies,Paper,6.48,4.54,SUP-OFF,149,2015-07-25,1
1436,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings,30.93,21.65,SUP-FUR,288,2015-11-16,1
1437,Xerox 1954,Office Supplies,Paper,5.28,3.7,SUP-OFF,180,2014-09-25,1
1438,Embossed Ink Jet Note Cards,Office Supplies,Paper,22.57,15.8,SUP-OFF,203,2016-04-23,1
1439,Xerox 1942,Office Supplies,Paper,48.94,34.26,SUP-OFF,442,2016-04-23,1
1440,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage,110.98,77.69,SUP-OFF,53,2014-11-01,1
1441,Xerox 201,Office Supplies,Paper,6.48,4.54,SUP-OFF,476,2017-11-11,1
1442,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,9.38,6.57,SUP-FUR,324,2017-04-08,1
1443,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,14.98,10.49,SUP-FUR,134,2016-03-19,1
1444,Nokia Lumia 925,Technology,Phones,125.99,88.19,SUP-TEC,204,2017-05-19,1
1445,Staple remover,Office Supplies,Supplies,7.98,5.59,SUP-OFF,451,2017-08-13,1
1446,Dana Swing-Arm Lamps,Furniture,Furnishings,10.68,7.48,SUP-FUR,97,2017-06-12,1
1447,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper,4.77,3.34,SUP-OFF,442,2017-11-02,1
1448,Xerox 1969,Office Supplies,Paper,5.78,4.05,SUP-OFF,214,2017-10-23,1
1449,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,6.28,4.4,SUP-FUR,191,2017-10-23,1
1450,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,155.06,108.54,SUP-OFF,188,2014-09-26,1
1451,Xerox 1971,Office Supplies,Paper,4.28,3.0,SUP-OFF,195,2017-11-03,1
1452,Staple envelope,Office Supplies,Envelopes,8.28,5.8,SUP-OFF,75,2014-06-16,1
1453,Boston 16750 Black Compact Battery Pencil Sharpener,Office Supplies,Art,8.75,6.12,SUP-OFF,395,2014-06-16,1
1454,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art,7.44,5.21,SUP-OFF,77,2017-08-27,1
1455,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings,70.71,49.5,SUP-FUR,415,2014-09-02,1
1456,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,90.99,63.69,SUP-FUR,123,2017-03-25,1
1457,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,18.7,13.09,SUP-FUR,408,2017-11-19,1
1458,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,8.75,6.12,SUP-FUR,490,2017-12-14,1
1459,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,5.8,4.06,SUP-OFF,65,2017-12-14,1
1460,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,71.18,49.83,SUP-FUR,137,2017-11-12,1
1461,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings,70.98,49.69,SUP-FUR,194,2017-11-12,1
1462,Samsung Galaxy Mega 6.3,Technology,Phones,419.99,293.99,SUP-TEC,443,2017-11-12,1
1463,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,9.48,6.64,SUP-FUR,246,2017-12-16,1
1464,Xerox 198,Office Supplies,Paper,4.98,3.49,SUP-OFF,405,2015-05-07,1
1465,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,38.48,26.94,SUP-FUR,170,2017-12-04,1
1466,Xerox 1997,Office Supplies,Paper,6.48,4.54,SUP-OFF,299,2015-06-12,1
1467,Eldon Expressions Mahogany Wood Desk Collection,Furniture,Furnishings,6.24,4.37,SUP-FUR,105,2016-05-25,1
1468,Stacking Trays by OIC,Furniture,Furnishings,4.98,3.49,SUP-FUR,150,2014-06-21,1
1469,Epson Perfection V600 Photo Scanner,Technology,Machines,229.99,160.99,SUP-TEC,155,2014-06-21,1
1470,Durable Pressboard Binders,Office Supplies,Binders,3.8,2.66,SUP-OFF,398,2015-07-05,1
1471,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,207.48,145.24,SUP-OFF,205,2016-09-08,1
1472,Alliance Rubber Bands,Office Supplies,Fasteners,1.68,1.18,SUP-OFF,245,2015-11-08,1
1473,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,5.18,3.63,SUP-OFF,128,2014-08-24,1
1474,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,28.15,19.7,SUP-OFF,406,2015-06-11,1
1475,DAX Clear Channel Poster Frame,Furniture,Furnishings,14.58,10.21,SUP-FUR,359,2015-06-11,1
1476,#10 Self-Seal White Envelopes,Office Supplies,Envelopes,11.09,7.76,SUP-OFF,246,2017-09-11,1
1477,Hon Pagoda Stacking Chairs,Furniture,Chairs,320.98,224.69,SUP-FUR,231,2017-09-11,1
1478,Newell 339,Office Supplies,Art,2.78,1.95,SUP-OFF,359,2017-11-06,1
1479,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,20.98,14.69,SUP-FUR,69,2017-10-06,1
1480,Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables,15.23,10.66,SUP-FUR,288,2017-10-19,1
1481,Apple EarPods with Remote and Mic,Technology,Phones,27.99,19.59,SUP-TEC,89,2015-11-27,1
1482,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories,34.99,24.49,SUP-TEC,458,2015-11-27,1
1483,Logitech Wireless Headset H600 Over-The-Head Design,Technology,Accessories,42.99,30.09,SUP-TEC,290,2017-03-13,1
1484,Xerox 230,Office Supplies,Paper,6.48,4.54,SUP-OFF,282,2017-03-13,1
1485,Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,Furnishings,41.47,29.03,SUP-FUR,265,2014-11-17,1
1486,Vtech CS6719,Technology,Phones,95.99,67.19,SUP-TEC,89,2017-03-31,1
1487,Xerox 194,Office Supplies,Paper,55.48,38.84,SUP-OFF,117,2016-03-03,1
1488,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,220.98,154.69,SUP-FUR,450,2017-12-22,1
1489,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,6.17,4.32,SUP-OFF,408,2016-12-08,1
1490,Xerox 1980,Office Supplies,Paper,4.28,3.0,SUP-OFF,459,2017-03-23,1
1491,Strathmore Photo Frame Cards,Office Supplies,Paper,7.31,5.12,SUP-OFF,246,2016-07-17,1
1492,Okidata C331dn Printer,Technology,Machines,349.0,244.3,SUP-TEC,421,2016-08-23,1
1493,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings,20.28,14.2,SUP-FUR,226,2015-06-11,1
1494,Xerox 1907,Office Supplies,Paper,12.28,8.6,SUP-OFF,254,2017-10-02,1
1495,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,6.64,4.65,SUP-FUR,322,2014-08-24,1
1496,Panasonic KX TS3282W Corded phone,Technology,Phones,84.99,59.49,SUP-TEC,56,2017-11-12,1
1497,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,300.98,210.69,SUP-FUR,322,2017-02-11,1
1498,Cubify CubeX 3D Printer Double Head Print,Technology,Machines,2999.99,2099.99,SUP-TEC,394,2015-12-15,1
1499,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,367.99,257.59,SUP-OFF,351,2017-07-20,1
1500,Wilson Jones Impact Binders,Office Supplies,Binders,5.18,3.63,SUP-OFF,100,2014-09-12,1
1501,Newell 34,Office Supplies,Art,19.84,13.89,SUP-OFF,62,2014-09-21,1
1502,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones,149.99,104.99,SUP-TEC,367,2014-09-21,1
1503,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,Art,25.98,18.19,SUP-OFF,94,2017-11-11,1
1504,Staple envelope,Office Supplies,Envelopes,30.98,21.69,SUP-OFF,88,2014-11-07,1
1505,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders,6.54,4.58,SUP-OFF,404,2017-10-20,1
1506,Sterilite Show Offs Storage Containers,Office Supplies,Storage,5.28,3.7,SUP-OFF,391,2015-12-27,1
1507,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners,7.78,5.45,SUP-OFF,185,2016-08-08,1
1508,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones,29.99,20.99,SUP-TEC,380,2014-12-01,1
1509,Avery White Multi-Purpose Labels,Office Supplies,Labels,4.98,3.49,SUP-OFF,178,2014-11-10,1
1510,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,69.99,48.99,SUP-TEC,447,2016-01-09,1
1511,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,2.66,1.86,SUP-OFF,482,2014-10-02,1
1512,Stiletto Hand Letter Openers,Office Supplies,Supplies,9.6,6.72,SUP-OFF,422,2014-10-02,1
1513,Tennsco Commercial Shelving,Office Supplies,Storage,20.34,14.24,SUP-OFF,468,2017-04-16,1
1514,Samsung HM1900 Bluetooth Headset,Technology,Phones,21.95,15.36,SUP-TEC,439,2016-11-20,1
1515,Cisco SPA112 2 Port Phone Adapter,Technology,Phones,54.95,38.46,SUP-TEC,70,2017-12-01,1
1516,Col-Erase Pencils with Erasers,Office Supplies,Art,6.08,4.26,SUP-OFF,233,2017-12-10,1
1517,Xerox 221,Office Supplies,Paper,6.48,4.54,SUP-OFF,419,2014-11-14,1
1518,Plantronics Encore H101 Dual Earpieces Headset,Technology,Phones,44.95,31.46,SUP-TEC,291,2014-05-22,1
1519,Disposable Triple-Filter Dust Bags,Office Supplies,Appliances,4.37,3.06,SUP-OFF,153,2017-02-20,1
1520,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,36.24,25.37,SUP-TEC,477,2015-12-13,1
1521,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,Machines,154.99,108.49,SUP-TEC,214,2017-10-01,1
1522,Motorola Droid Maxx,Technology,Phones,149.99,104.99,SUP-TEC,262,2014-11-18,1
1523,Xerox 1893,Office Supplies,Paper,40.99,28.69,SUP-OFF,293,2014-11-11,1
1524,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Accessories,94.99,66.49,SUP-TEC,404,2017-12-14,1
1525,"Master Caster Door Stop, Gray",Furniture,Furnishings,5.08,3.56,SUP-FUR,377,2017-12-14,1
1526,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,32.48,22.74,SUP-FUR,404,2017-08-21,1
1527,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,16.27,11.39,SUP-OFF,69,2017-08-21,1
1528,Fellowes Command Center 5-outlet power strip,Office Supplies,Appliances,67.84,47.49,SUP-OFF,355,2017-08-21,1
1529,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,170.98,119.69,SUP-FUR,321,2014-09-23,1
1530,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables,100.8,70.56,SUP-FUR,162,2014-07-19,1
1531,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,11.76,8.23,SUP-FUR,457,2015-06-04,1
1532,"Hon Metal Bookcases, Putty",Furniture,Bookcases,70.98,49.69,SUP-FUR,178,2015-11-21,1
1533,Xerox 1900,Office Supplies,Paper,4.28,3.0,SUP-OFF,346,2017-03-17,1
1534,OIC Stacking Trays,Furniture,Furnishings,3.34,2.34,SUP-FUR,216,2017-11-23,1
1535,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,60.98,42.69,SUP-FUR,216,2015-12-04,1
1536,Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,Furnishings,40.89,28.62,SUP-FUR,188,2017-05-29,1
1537,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,10.28,7.2,SUP-OFF,167,2017-07-03,1
1538,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,Furnishings,64.45,45.12,SUP-FUR,160,2017-12-08,1
1539,Polycom VoiceStation 500 Conference phone,Technology,Phones,294.95,206.46,SUP-TEC,424,2014-03-16,1
1540,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,2.15,1.5,SUP-OFF,381,2015-07-09,1
1541,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,Paper,10.31,7.22,SUP-OFF,392,2016-02-20,1
1542,Xerox 204,Office Supplies,Paper,6.48,4.54,SUP-OFF,106,2016-12-08,1
1543,KeyTronic E03601U1 - Keyboard - Beige,Technology,Accessories,18.0,12.6,SUP-TEC,172,2017-09-24,1
1544,Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Accessories,131.18,91.83,SUP-TEC,294,2017-09-24,1
1545,"Hon Metal Bookcases, Black",Furniture,Bookcases,70.98,49.69,SUP-FUR,112,2014-06-20,1
1546,"Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases,130.98,91.69,SUP-FUR,290,2017-09-04,1
1547,AT&T 1080 Phone,Technology,Phones,136.99,95.89,SUP-TEC,250,2016-11-24,1
1548,Avery Metallic Poly Binders,Office Supplies,Binders,5.73,4.01,SUP-OFF,127,2017-12-10,1
1549,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Technology,Machines,89.99,62.99,SUP-TEC,265,2014-04-18,1
1550,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,18.32,12.82,SUP-OFF,260,2017-12-23,1
1551,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,3.75,2.62,SUP-OFF,380,2017-10-30,1
1552,Ooma Telo VoIP Home Phone System,Technology,Phones,125.99,88.19,SUP-TEC,277,2014-03-23,1
1553,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,3.6,2.52,SUP-OFF,183,2017-09-04,1
1554,Xerox 200,Office Supplies,Paper,6.48,4.54,SUP-OFF,166,2016-07-03,1
1555,Staples in misc. colors,Office Supplies,Art,10.48,7.34,SUP-OFF,391,2017-08-07,1
1556,Akro Stacking Bins,Office Supplies,Storage,7.89,5.52,SUP-OFF,212,2016-07-25,1
1557,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,13.48,9.44,SUP-TEC,381,2014-09-09,1
1558,PayAnywhere Card Reader,Technology,Phones,9.99,6.99,SUP-TEC,61,2016-09-22,1
1559,Xerox 1882,Office Supplies,Paper,55.98,39.19,SUP-OFF,56,2016-11-10,1
1560,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art,23.65,16.55,SUP-OFF,207,2014-12-20,1
1561,Newell 31,Office Supplies,Art,4.13,2.89,SUP-OFF,278,2014-12-20,1
1562,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,38.78,27.15,SUP-OFF,497,2014-12-20,1
1563,Acme Kleen Earth Office Shears,Office Supplies,Supplies,3.88,2.72,SUP-OFF,422,2014-07-25,1
1564,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Accessories,17.48,12.24,SUP-TEC,461,2017-12-09,1
1565,Imation Swivel Flash Drive USB flash drive - 8 GB,Technology,Accessories,11.37,7.96,SUP-TEC,262,2017-09-08,1
1566,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,2.67,1.87,SUP-FUR,156,2015-03-12,1
1567,"Elite 5"" Scissors",Office Supplies,Supplies,8.45,5.91,SUP-OFF,205,2016-07-18,1
1568,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,3.47,2.43,SUP-OFF,377,2014-12-08,1
1569,Avery 492,Office Supplies,Labels,2.88,2.02,SUP-OFF,189,2014-12-08,1
1570,Adjustable Personal File Tote,Office Supplies,Storage,16.28,11.4,SUP-OFF,262,2014-12-08,1
1571,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels,4.13,2.89,SUP-OFF,301,2015-07-09,1
1572,Prismacolor Color Pencil Set,Office Supplies,Art,19.84,13.89,SUP-OFF,71,2015-07-09,1
1573,Sharp 1540cs Digital Laser Copier,Technology,Copiers,549.99,384.99,SUP-TEC,128,2015-10-30,1
1574,"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,Furnishings,4.84,3.39,SUP-FUR,184,2015-10-30,1
1575,Eldon File Chest Portable File,Office Supplies,Storage,19.85,13.89,SUP-OFF,384,2014-09-13,1
1576,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Accessories,11.54,8.08,SUP-TEC,111,2017-04-21,1
1577,Letter Slitter,Office Supplies,Supplies,2.52,1.76,SUP-OFF,79,2016-09-19,1
1578,Samsung Galaxy S4 Active,Technology,Phones,499.99,349.99,SUP-TEC,435,2015-09-18,1
1579,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,160.98,112.69,SUP-FUR,475,2016-03-03,1
1580,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,2.88,2.02,SUP-OFF,317,2014-04-11,1
1581,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,Accessories,59.99,41.99,SUP-TEC,413,2014-04-11,1
1582,Acco Economy Flexible Poly Round Ring Binder,Office Supplies,Binders,5.22,3.65,SUP-OFF,59,2017-12-26,1
1583,Balt Split Level Computer Training Table,Furniture,Tables,138.75,97.12,SUP-FUR,152,2014-01-27,1
1584,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,9.11,6.38,SUP-OFF,144,2014-01-27,1
1585,SAFCO Folding Chair Trolley,Furniture,Chairs,128.24,89.77,SUP-FUR,432,2016-10-14,1
1586,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,130.98,91.69,SUP-FUR,341,2015-11-12,1
1587,Avery 515,Office Supplies,Labels,12.53,8.77,SUP-OFF,84,2017-03-05,1
1588,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper,9.49,6.64,SUP-OFF,421,2017-10-09,1
1589,Things To Do Today Spiral Book,Office Supplies,Paper,7.92,5.54,SUP-OFF,107,2014-04-08,1
1590,Logitech Illuminated Ultrathin Keyboard with Backlighting,Technology,Accessories,56.99,39.89,SUP-TEC,288,2014-07-26,1
1591,Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,Supplies,3.14,2.2,SUP-OFF,70,2014-10-28,1
1592,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,172.99,121.09,SUP-OFF,109,2017-09-22,1
1593,"Eldon 300 Class Desk Accessories, Black",Furniture,Furnishings,4.95,3.46,SUP-FUR,480,2017-06-06,1
1594,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Technology,Accessories,79.99,55.99,SUP-TEC,395,2014-12-20,1
1595,LG Exalt,Technology,Phones,155.99,109.19,SUP-TEC,387,2017-02-17,1
1596,GBC Poly Designer Binding Covers,Office Supplies,Binders,16.74,11.72,SUP-OFF,396,2014-05-03,1
1597,Economy #2 Pencils,Office Supplies,Art,2.66,1.86,SUP-OFF,252,2017-10-17,1
1598,"Eldon ""L"" Workstation Diamond Chairmat",Furniture,Furnishings,75.98,53.19,SUP-FUR,102,2015-11-28,1
1599,"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,Furnishings,12.58,8.81,SUP-FUR,358,2015-06-15,1
1600,"Maxell 74 Minute CDR, 10/Pack",Technology,Accessories,9.78,6.85,SUP-TEC,305,2017-05-01,1
1601,Micro Innovations Wireless Classic Keyboard with Mouse,Technology,Accessories,29.99,20.99,SUP-TEC,434,2015-11-14,1
1602,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,140.98,98.69,SUP-FUR,225,2015-04-05,1
1603,LG G3,Technology,Phones,195.99,137.19,SUP-TEC,464,2017-06-05,1
1604,Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,Paper,10.06,7.04,SUP-OFF,211,2017-07-18,1
1605,HP Office Paper (20Lb. and 87 Bright),Office Supplies,Paper,6.68,4.68,SUP-OFF,449,2017-08-28,1
1606,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Art,2.28,1.6,SUP-OFF,118,2016-08-26,1
1607,Staple envelope,Office Supplies,Envelopes,11.98,8.39,SUP-OFF,341,2015-06-16,1
1608,RCA ViSYS 25423RE1 Corded phone,Technology,Phones,99.99,69.99,SUP-TEC,228,2016-03-01,1
1609,3M Polarizing Light Filter Sleeves,Furniture,Furnishings,18.65,13.05,SUP-FUR,78,2016-05-29,1
1610,Newell 348,Office Supplies,Art,3.28,2.3,SUP-OFF,353,2016-09-22,1
1611,Xerox 1928,Office Supplies,Paper,5.28,3.7,SUP-OFF,492,2015-06-01,1
1612,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Furnishings,9.98,6.99,SUP-FUR,249,2016-10-22,1
1613,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances,8.39,5.87,SUP-OFF,153,2017-04-08,1
1614,"Ultra Door Kickplate, 8""H x 34""W",Furniture,Furnishings,19.78,13.85,SUP-FUR,304,2016-04-17,1
1615,Boston 1900 Electric Pencil Sharpener,Office Supplies,Art,14.98,10.49,SUP-OFF,321,2015-03-08,1
1616,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,Accessories,69.0,48.3,SUP-TEC,383,2014-10-11,1
1617,Canon PC170 Desktop Personal Copier,Technology,Machines,159.95,111.96,SUP-TEC,203,2016-03-03,1
1618,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,Accessories,16.99,11.89,SUP-TEC,178,2015-12-10,1
1619,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,43.13,30.19,SUP-FUR,393,2017-01-01,1
1620,Xerox 1890,Office Supplies,Paper,48.94,34.26,SUP-OFF,388,2015-08-23,1
1621,Jackery Bar Premium Fast-charging Portable Charger,Technology,Phones,29.95,20.96,SUP-TEC,339,2017-10-27,1
1622,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels,6.3,4.41,SUP-OFF,64,2014-09-29,1
1623,Prang Drawing Pencil Set,Office Supplies,Art,2.78,1.95,SUP-OFF,119,2014-06-23,1
1624,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones,135.95,95.16,SUP-TEC,331,2014-11-01,1
1625,"Hon Metal Bookcases, Gray",Furniture,Bookcases,70.98,49.69,SUP-FUR,426,2014-08-19,1
1626,Ibico EPK-21 Electric Binding System,Office Supplies,Binders,1889.99,1322.99,SUP-OFF,112,2014-09-23,1
1627,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies,Appliances,11.32,7.92,SUP-OFF,445,2017-06-19,1
1628,Rush Hierlooms Collection Rich Wood Bookcases,Furniture,Bookcases,160.98,112.69,SUP-FUR,351,2015-12-25,1
